시설번호,놀이시설명,주소1,주소2,설치일자,설치장소,한글주소,위도,경도
3307,일신아파트 어린이놀이시설,,경상남도 진주시 하대로34번길 10 (하대동 일신아파트),2003-05-10,주택단지,경상남도 진주시 하대로34번길 10 (하대동 일신아파트),35.1935658,128.1147373
6256,대동디지털황토아파트 - ① 102동 옆,,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),2003-05-29,주택단지,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),35.1627412,128.1121295
6257,대동디지털황토아파트 - ② 104동 앞,,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),2003-05-29,주택단지,경상남도 진주시 가호로44번길 7 (호탄동 대동디지털황토아파트),35.1627412,128.1121295
500524,명석초등학교 어린이놀이시설,,경상남도 진주시 명석면 광제산로 23,2003-12-01,학교,경상남도 진주시 명석면 광제산로 23,35.2181611,128.0403011
500171,망경초등학교 어린이놀이시설,,경상남도 진주시 천수로 175 (망경동),2004-02-02,학교,경상남도 진주시 천수로 175 (망경동),35.1797445,128.0828312
5141,햇살어린이집 놀이시설,경남 진주시 신안동 818-4,경상남도 진주시 석갑로91번길 13 (신안동),2004-08-13,어린이집,경상남도 진주시 석갑로91번길 13 (신안동),35.1786595,128.0601504
5154,금산아이파크아파트 - ① 101동 뒤,,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),2004-08-23,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
5155,금산아이파크아파트 - ② 109동 뒤,,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),2004-08-23,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
5156,금산아이파크아파트 - ③ 110동 옆,,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),2004-08-23,주택단지,경상남도 진주시 금산면 중천로 82 (금산아이파크아파트),35.2164367,128.1457671
12476,원계공원 어린이놀이시설,,경상남도 진주시 진주대로404번길 24 (가좌동),2005-01-01,도시공원,경상남도 진주시 진주대로404번길 24 (가좌동),35.1454173,128.1037923
12508,숲속연어어린이집 놀이시설,경남 진주시 장재동 287-4번지,경상남도 진주시 장재새미길 38 (장재동),2005-10-13,어린이집,경상남도 진주시 장재새미길 38 (장재동),35.2082554,128.098104
521286,가좌주공3단지 어린이놀이시설1 (304동),,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),2005-10-14,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
521287,가좌주공3단지 어린이놀이시설2 (308동),,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),2005-10-14,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
521288,가좌주공3단지 어린이놀이시설3 (301동),,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),2005-10-14,주택단지,경상남도 진주시 진주대로568번길 14 (가좌동 가좌3차주공아파트),35.1574647,128.1092169
500503,봉곡초등학교 어린이놀이시설,,경상남도 진주시 북장대로36번길 8 (봉곡동),2005-10-22,학교,경상남도 진주시 북장대로36번길 8 (봉곡동),35.1945929,128.074925
536242,아이소크라테스유치원 어린이놀이시설,,경상남도 진주시 진양호로115번길 32 (평거동),2005-10-24,유치원,경상남도 진주시 진양호로115번길 32 (평거동),35.1702893,128.0509178
5179,가좌그린빌주공아파트 - ③ 108동 앞,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6260,가좌그린빌주공아파트 - ② 107동 앞,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6261,가좌그린빌주공아파트 - ④ 110동 앞,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6262,가좌그린빌주공아파트 - ⑤ 114동 앞,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6867,가좌그린빌주공아파트 - ① 103동앞,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
7405,가좌그린빌주공아파트 - ⑥ 관리사무소 뒤,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2005-12-15,주택단지,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
6224,가호10공원 어린이놀이시설,,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),2006-01-01,도시공원,경상남도 진주시 내동로348번길 10 (가좌동 가좌그린빌주공아파트),35.1488692,128.1014287
24302,초전공원 어린이놀이시설,경남 진주시 초전동 1583-38,경상남도 진주시 남강로 1655 (초전동),2006-01-01,도시공원,경상남도 진주시 남강로 1655 (초전동),35.2088845,128.1250552
500125,가좌초등학교 어린이놀이시설,,경상남도 진주시 내동로348번길 17 (가좌동),2006-02-24,학교,경상남도 진주시 내동로348번길 17 (가좌동),35.1494881,128.1033158
5134,즐거운어린이집 놀이시설,경남 진주시 상봉동동 880-6,경상남도 진주시 의병로 160 (상봉동),2006-05-08,어린이집,경상남도 진주시 의병로 160 (상봉동),35.2015427,128.0761135
500586,숲속나라유치원 어린이놀이시설,,경상남도 진주시 선학산길 109 (하대동),2006-06-01,유치원,경상남도 진주시 선학산길 109 (하대동),35.1888905,128.1154273
5118,평거8공원 어린이놀이시설,,경상남도 진주시 진양호로125번길 38-23 (평거동),2006-11-01,도시공원,경상남도 진주시 진양호로125번길 38-23 (평거동),35.1709708,128.0507831
5170,들말대경아파트 - ① 108동 옆,,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),2006-11-01,주택단지,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),35.1762757,128.0635626
5171,들말대경아파트 - ② 102동 옆,,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),2006-11-01,주택단지,경상남도 진주시 석갑로53번길 10 (평거동 들말대경아파트),35.1762757,128.0635626
500882,마루유치원 어린이놀이시설,,경상남도 진주시 나불로21번길 106 (이현동),2006-11-01,유치원,경상남도 진주시 나불로21번길 106 (이현동),35.2023761,128.0474858
24043,진주기독육아원 놀이터,,경상남도 진주시 진양호로145번길 11-3 (평거동),2006-11-09,아동복지시설,경상남도 진주시 진양호로145번길 11-3 (평거동),35.1704346,128.0542125
539024,엔젤유치원 어린이놀이시설,,경상남도 진주시 금산면 금산순환로56번길 8,2006-11-15,유치원,경상남도 진주시 금산면 금산순환로56번길 8,35.2187075,128.1497883
500574,한국국제대학교부설유치원 어린이놀이시설,,경상남도 진주시 남강로373번길 12 (평거동),2006-12-01,유치원,경상남도 진주시 남강로373번길 12 (평거동),35.1728138,128.0673787
500576,리라자연과학유치원 어린이놀이시설,,경상남도 진주시 금산면 송백로 397,2006-12-05,유치원,경상남도 진주시 금산면 송백로 397,35.2047894,128.1341812
12503,정다운숲속어린이집 놀이시설,경남 진주시 이현동 365-2,경상남도 진주시 서장대로185번길 15 (이현동),2006-12-11,어린이집,경상남도 진주시 서장대로185번길 15 (이현동),35.1891046,128.0560408
5217,평거1차현대아파트,,경상남도 진주시 평거로115번길 5 (신안동 평거1차현대아파트),2007-02-01,주택단지,경상남도 진주시 평거로115번길 5 (신안동 평거1차현대아파트),35.1801988,128.0681049
5220,상평대림아파트,,경상남도 진주시 남강로 951 (상평동 대림아파트),2007-02-01,주택단지,경상남도 진주시 남강로 951 (상평동 대림아파트),35.1743346,128.1004125
5196,태완노블리안아파트,,경상남도 진주시 일반성면 공치고개길 34 (태완노블리안아파트),2007-03-26,주택단지,경상남도 진주시 일반성면 공치고개길 34 (태완노블리안아파트),35.1726596,128.286275
5184,진주푸르지오2단지아파트 어린이놀이터,,경상남도 진주시 금산면 덕의길 11 (진주푸르지오2단지),2007-05-23,주택단지,경상남도 진주시 금산면 덕의길 11 (진주푸르지오2단지),35.2178125,128.1473461
6864,진주금산푸르지오1단지아파트 - ① 106동 앞,,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),2007-06-01,주택단지,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),35.2189889,128.1460901
6865,진주금산푸르지오1단지아파트 - ② 105동 옆,,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),2007-06-01,주택단지,경상남도 진주시 금산면 덕의길 15 (진주푸르지오1단지),35.2189889,128.1460901
500875,아람유치원 어린이놀이시설,,경상남도 진주시 서장대로177번길 6-4 (이현동),2007-07-01,유치원,경상남도 진주시 서장대로177번길 6-4 (이현동),35.1880901,128.0566219
529713,이반성초등학교병설유치원 어린이놀이시설,,경상남도 진주시 이반성면 오봉산로 762,2007-09-14,유치원,경상남도 진주시 이반성면 오봉산로 762,35.1731664,128.3293083
500590,에덴유치원 어린이놀이시설,,경상남도 진주시 하대로26번길 33 (하대동),2007-10-01,유치원,경상남도 진주시 하대로26번길 33 (하대동),35.1951518,128.1129344
521296,제일풍경채아파트,,경상남도 진주시 가좌안골길21번길 5 (가좌동 가좌제일풍경채),2007-11-28,주택단지,경상남도 진주시 가좌안골길21번길 5 (가좌동 가좌제일풍경채),35.1540984,128.1081824
12502,자연아이어린이집 놀이시설,경남 진주시 신안동 31-5번지,경상남도 진주시 신안로34번길 11-1 (신안동),2008-01-14,어린이집,경상남도 진주시 신안로34번길 11-1 (신안동),35.1821455,128.071439
23464,이현하이클레스웰가아파트 어린이놀이터1,,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),2008-04-21,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
23465,이현하이클레스웰가아파트 어린이놀이터2,,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),2008-04-21,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
23466,이현하이클레스웰가아파트 어린이놀이터3,,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),2008-04-21,주택단지,경상남도 진주시 진주대로 1317 (이현동 이현하이클래스웰가아파트),35.1939948,128.0573503
24531,진주현대금빛마을 - ③107동 앞,,경상남도 진주시 집현면 진산로 675 (현대아파트),2008-07-04,주택단지,경상남도 진주시 집현면 진산로 675 (현대아파트),35.2384894,128.0902755
25561,금산 e-편한세상 어린이놀이터1,,경상남도 진주시 금산면 금산순환로80번길 8,2008-09-23,주택단지,경상남도 진주시 금산면 금산순환로80번길 8,35.2202711,128.1513976
25562,금산 e-편한세상 어린이놀이터2,,경상남도 진주시 금산면 금산순환로80번길 8,2008-09-23,주택단지,경상남도 진주시 금산면 금산순환로80번길 8,35.2202711,128.1513976
12488,키즈드림파인슐레어린이집 놀이시설,경남 진주시 진성면 가진리 371번지,경상남도 진주시 진성면 진의로257번길 25,2008-12-10,어린이집,경상남도 진주시 진성면 진의로257번길 25,35.2057772,128.2193747
6873,상평동일스위트 - ② 105동 뒤,,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),2008-12-19,주택단지,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),35.1744507,128.102755
7170,상평동일스위트 - ① 관리실 옆,,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),2008-12-19,주택단지,경상남도 진주시 공단로 30 (상평동 상평동 동일스위트아파트),35.1744507,128.102755
